reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-21664,MCH-005,Quality Test Bench,QA,2017,7,2024-05-07,117.52,87.0,5.553,50.18,89082,34,False,LOW
RD-21665,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-20,122.19,56.38,1.445,46.73,96483,32,False,LOW
RD-21666,MCH-007,Hydraulic Press #2,Production,2014,10,2024-01-29,107.78,78.74,6.22,48.41,136920,45,False,MEDIUM
RD-21667,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-03,115.83,61.18,5.023,35.2,17374,12,False,LOW
RD-21668,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-11-27,143.1,68.21,0.196,50.98,171504,36,False,LOW
RD-21669,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-18,114.25,82.34,2.391,50.74,102198,32,False,LOW
RD-21670,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-21,104.3,91.62,5.316,41.76,147003,34,False,LOW
RD-21671,MCH-002,Hydraulic Press #1,Production,2015,9,2023-11-09,157.82,88.48,6.368,37.22,67100,51,False,MEDIUM
RD-21672,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-17,106.97,87.48,3.196,41.68,69416,22,False,LOW
RD-21673,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-25,114.25,62.96,4.286,49.69,29024,16,False,LOW
RD-21674,MCH-005,Quality Test Bench,QA,2017,7,2024-03-06,107.14,60.14,8.001,46.92,67941,52,False,MEDIUM
RD-21675,MCH-006,Packaging Unit B,Logistics,2016,8,2023-07-23,117.13,88.83,1.624,47.89,83634,36,False,LOW
RD-21676,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-22,139.18,61.65,0.608,43.38,66392,36,True,LOW
RD-21677,MCH-008,Welding Station Alpha,Production,2021,3,2023-10-10,113.2,65.86,2.493,37.95,26374,12,False,LOW
RD-21678,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-11-10,161.02,86.38,5.754,53.34,29120,43,False,MEDIUM
RD-21679,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-20,128.29,100.7,5.789,50.01,51450,57,True,MEDIUM
RD-21680,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-10,156.18,24.42,5.155,44.82,39357,25,True,LOW
RD-21681,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-13,161.03,89.88,2.386,37.89,23132,41,False,MEDIUM
RD-21682,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-12-30,112.26,70.35,9.708,53.55,34270,57,False,MEDIUM
RD-21683,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-28,106.56,76.14,1.498,56.56,74232,16,False,LOW
RD-21684,MCH-005,Quality Test Bench,QA,2017,7,2023-01-07,127.53,90.83,2.373,31.48,93525,34,False,LOW
RD-21685,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-15,114.55,62.24,6.779,43.48,149517,46,False,MEDIUM
RD-21686,MCH-007,Hydraulic Press #2,Production,2014,10,2024-01-16,119.33,67.73,2.946,48.31,188744,36,False,LOW
RD-21687,MCH-008,Welding Station Alpha,Production,2021,3,2023-07-29,80.81,74.64,4.103,43.96,54128,21,False,LOW
RD-21688,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-27,111.41,70.65,3.441,43.3,171488,36,True,LOW
RD-21689,MCH-010,Conveyor System Main,Logistics,2016,8,2024-10-30,122.89,69.54,7.376,54.9,87021,51,False,MEDIUM
RD-21690,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-12,139.43,97.76,1.939,55.25,75252,39,True,LOW
RD-21691,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-20,113.47,63.06,5.966,48.3,120396,43,True,MEDIUM
RD-21692,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-11-27,114.5,69.75,3.607,49.24,71036,20,False,LOW
RD-21693,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-31,112.94,77.68,1.419,45.65,85394,16,False,LOW
RD-21694,MCH-005,Quality Test Bench,QA,2017,7,2023-06-26,127.44,73.79,6.958,49.98,80436,43,False,MEDIUM
RD-21695,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-19,129.52,71.95,5.414,45.79,113076,35,False,LOW
RD-21696,MCH-007,Hydraulic Press #2,Production,2014,10,2024-03-03,127.88,34.19,2.325,47.31,185592,36,False,LOW
RD-21697,MCH-008,Welding Station Alpha,Production,2021,3,2024-10-12,107.5,60.51,3.285,50.87,17842,12,False,LOW
RD-21698,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-06-07,92.0,69.42,6.645,49.05,167448,53,False,MEDIUM
RD-21699,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-08,158.63,69.47,2.128,39.98,58296,32,False,LOW
RD-21700,MCH-001,Pipe Bending Line A,Production,2018,6,2024-06-05,147.54,60.79,1.744,47.44,73971,24,False,LOW
RD-21701,MCH-002,Hydraulic Press #1,Production,2015,9,2024-07-18,116.1,81.44,6.331,53.95,92132,46,False,MEDIUM
RD-21702,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-30,160.48,73.4,2.528,41.48,25182,20,False,LOW
RD-21703,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-21,75.39,74.91,3.09,60.78,25302,28,True,LOW
RD-21704,MCH-005,Quality Test Bench,QA,2017,7,2023-05-11,132.35,70.95,2.179,42.07,88824,28,True,LOW
RD-21705,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-03,123.68,61.04,3.482,34.79,91176,32,False,LOW
RD-21706,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-18,109.14,37.63,1.98,60.47,65468,36,True,LOW
RD-21707,MCH-008,Welding Station Alpha,Production,2021,3,2023-12-28,122.1,37.27,3.625,47.25,25386,12,False,LOW
RD-21708,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-07-03,113.51,86.97,3.132,53.76,105732,38,False,LOW
RD-21709,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-12,128.82,58.84,0.194,44.71,24246,32,True,LOW
RD-21710,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-04,153.84,81.74,4.782,46.84,23403,24,False,LOW
RD-21711,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-05,158.43,118.13,4.452,37.23,199500,75,True,HIGH
RD-21712,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-01-11,124.6,55.06,7.379,52.6,55776,39,False,LOW
RD-21713,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-03-17,128.75,50.96,7.985,44.5,50090,39,False,LOW
RD-21714,MCH-005,Quality Test Bench,QA,2017,7,2023-11-08,109.26,70.32,1.033,36.89,24990,28,False,LOW
RD-21715,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-04,169.96,68.49,3.757,44.46,113274,32,True,LOW
RD-21716,MCH-007,Hydraulic Press #2,Production,2014,10,2023-12-26,98.36,77.06,1.317,46.83,188348,36,False,LOW
RD-21717,MCH-008,Welding Station Alpha,Production,2021,3,2023-06-13,174.55,64.84,4.115,35.1,95962,12,False,LOW
RD-21718,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-11-29,148.55,102.92,1.935,33.71,33188,57,True,MEDIUM
RD-21719,MCH-010,Conveyor System Main,Logistics,2016,8,2023-09-02,131.56,75.2,3.211,50.4,74019,32,False,LOW
RD-21720,MCH-001,Pipe Bending Line A,Production,2018,6,2024-10-27,105.69,75.3,5.637,47.22,57984,29,False,LOW
RD-21721,MCH-002,Hydraulic Press #1,Production,2015,9,2023-01-23,109.56,50.57,3.242,39.44,62988,36,False,LOW
RD-21722,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-03,110.44,63.58,1.239,44.82,12186,20,False,LOW
RD-21723,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-16,125.45,95.14,3.615,44.37,43700,28,False,LOW
RD-21724,MCH-005,Quality Test Bench,QA,2017,7,2024-06-29,67.68,69.08,6.122,46.25,131238,53,True,MEDIUM
RD-21725,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-11,107.47,93.37,1.247,48.49,91449,42,True,MEDIUM
RD-21726,MCH-007,Hydraulic Press #2,Production,2014,10,2024-03-21,104.84,106.85,3.089,51.81,93924,62,False,MEDIUM
RD-21727,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-23,92.46,50.01,1.203,45.79,20114,15,False,LOW
RD-21728,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-19,142.73,74.01,5.602,47.7,160336,40,False,MEDIUM
RD-21729,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-09,108.02,93.65,6.406,54.77,45960,53,False,MEDIUM
RD-21730,MCH-001,Pipe Bending Line A,Production,2018,6,2023-03-15,91.71,72.3,4.164,48.05,89421,28,False,LOW
RD-21731,MCH-002,Hydraulic Press #1,Production,2015,9,2024-02-01,120.9,74.46,8.372,45.83,144964,62,False,MEDIUM
RD-21732,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-16,144.48,80.97,7.26,44.76,98094,38,False,LOW
RD-21733,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-21,110.01,95.69,1.829,44.39,69032,28,False,LOW
RD-21734,MCH-005,Quality Test Bench,QA,2017,7,2024-12-20,113.84,66.74,0.918,43.67,110697,28,False,LOW
RD-21735,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-18,137.8,80.53,7.808,38.44,47955,54,False,MEDIUM
RD-21736,MCH-007,Hydraulic Press #2,Production,2014,10,2023-10-07,105.83,63.8,3.893,43.83,29664,36,True,LOW
RD-21737,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-04,114.48,51.59,5.076,48.0,84540,12,False,LOW
RD-21738,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-31,107.6,70.52,7.844,43.6,86264,58,True,MEDIUM
RD-21739,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-29,136.23,77.86,0.69,38.06,120414,32,False,LOW
RD-21740,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-30,136.67,97.24,5.145,50.1,111669,39,False,LOW
RD-21741,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-15,85.5,44.47,10.657,62.64,50156,88,False,HIGH
RD-21742,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-11-01,131.52,103.97,2.536,45.1,33996,42,True,MEDIUM
RD-21743,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-11-20,109.5,96.85,1.826,55.69,17330,30,False,LOW
RD-21744,MCH-005,Quality Test Bench,QA,2017,7,2023-12-17,168.03,81.52,8.904,49.94,96261,59,False,MEDIUM
RD-21745,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-26,128.62,71.74,2.917,41.69,99774,32,False,LOW
RD-21746,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-21,154.19,78.93,5.343,45.27,195504,38,False,LOW
RD-21747,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-25,141.2,72.55,1.804,36.98,77280,12,False,LOW
RD-21748,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-02,103.35,58.16,1.574,37.87,117060,36,False,LOW
RD-21749,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-28,146.87,65.83,5.112,50.79,67170,32,False,LOW
RD-21750,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-03,84.16,60.99,5.102,46.92,31668,32,False,LOW
RD-21751,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-30,105.84,46.59,4.335,65.02,107216,36,False,LOW
RD-21752,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-05-14,104.95,78.45,5.197,45.94,93904,21,False,LOW
RD-21753,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-23,99.07,70.93,1.394,40.6,91926,16,True,LOW
RD-21754,MCH-005,Quality Test Bench,QA,2017,7,2023-06-14,86.66,73.97,4.326,43.83,39390,34,True,LOW
RD-21755,MCH-006,Packaging Unit B,Logistics,2016,8,2024-03-11,113.71,103.54,7.883,38.48,54561,77,False,HIGH
RD-21756,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-04,105.73,64.63,3.406,45.29,32276,36,False,LOW
RD-21757,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-04,116.61,54.42,5.943,44.95,62960,19,False,LOW
RD-21758,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-28,104.92,71.21,7.503,36.39,72268,56,False,MEDIUM
RD-21759,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-30,168.94,61.29,0.197,47.08,86712,32,False,LOW
RD-21760,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-15,117.04,83.0,3.581,48.83,106230,24,False,LOW
RD-21761,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-14,116.44,53.31,3.366,42.66,43676,36,True,LOW
RD-21762,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-11-18,110.6,80.13,0.505,44.4,85416,20,False,LOW
RD-21763,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-09-26,164.03,58.49,6.071,46.36,77496,24,False,LOW
RD-21764,MCH-005,Quality Test Bench,QA,2017,7,2023-09-04,123.07,100.58,2.488,45.37,33561,46,False,MEDIUM
RD-21765,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-26,139.18,77.96,2.482,56.9,34722,32,False,LOW
RD-21766,MCH-007,Hydraulic Press #2,Production,2014,10,2024-02-14,152.77,61.89,3.773,32.42,38748,36,False,LOW
RD-21767,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-24,139.39,102.67,5.775,47.39,20582,39,False,LOW
RD-21768,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-02-20,103.39,74.25,0.997,58.24,168652,36,False,LOW
RD-21769,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-02,185.4,85.2,0.274,45.24,60267,32,False,LOW
RD-21770,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-29,118.61,83.77,3.201,45.51,23874,24,False,LOW
RD-21771,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-31,190.52,62.2,1.473,51.97,30132,36,True,LOW
RD-21772,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-30,112.58,63.7,1.675,43.79,84110,20,True,LOW
RD-21773,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-08-09,124.4,90.97,7.898,33.93,65556,46,True,MEDIUM
RD-21774,MCH-005,Quality Test Bench,QA,2017,7,2023-11-05,146.81,68.84,1.176,46.55,65853,28,False,LOW
RD-21775,MCH-006,Packaging Unit B,Logistics,2016,8,2023-07-08,123.26,87.94,2.47,49.24,33834,35,False,LOW
RD-21776,MCH-007,Hydraulic Press #2,Production,2014,10,2024-09-20,115.47,73.48,2.377,44.6,99916,36,False,LOW
RD-21777,MCH-008,Welding Station Alpha,Production,2021,3,2023-07-02,133.96,59.4,2.926,52.3,75904,12,False,LOW
RD-21778,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-21,122.83,69.75,2.768,58.39,110220,36,False,LOW
RD-21779,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-26,122.89,57.78,2.207,54.93,43827,32,False,LOW
RD-21780,MCH-001,Pipe Bending Line A,Production,2018,6,2024-08-27,94.73,72.19,0.498,46.92,47814,26,False,LOW
RD-21781,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-14,99.36,86.8,1.906,54.46,82480,38,False,LOW
RD-21782,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-12-17,90.43,90.45,0.109,39.68,21398,31,False,LOW
RD-21783,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-28,99.04,78.78,1.424,41.33,84270,16,False,LOW
RD-21784,MCH-005,Quality Test Bench,QA,2017,7,2023-08-11,156.13,75.77,0.138,38.07,99537,28,False,LOW
RD-21785,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-10,97.4,69.34,5.081,40.51,141054,33,False,LOW
RD-21786,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-24,96.51,81.38,0.399,33.22,162008,37,False,LOW
RD-21787,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-12,119.07,73.36,0.443,50.8,18228,12,False,LOW
RD-21788,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-02-17,141.23,71.62,1.958,54.16,176872,36,False,LOW
RD-21789,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-21,130.31,82.74,6.104,31.97,40224,40,False,MEDIUM
RD-21790,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-20,162.72,79.46,3.834,40.42,28944,24,False,LOW
RD-21791,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-28,132.45,85.06,6.553,29.07,179272,48,False,MEDIUM
RD-21792,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-24,142.54,80.66,1.841,30.89,72148,20,False,LOW
RD-21793,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-04-01,95.99,68.39,1.323,60.32,68492,18,False,LOW
RD-21794,MCH-005,Quality Test Bench,QA,2017,7,2024-04-27,112.78,89.05,4.175,38.41,145182,32,False,LOW
RD-21795,MCH-006,Packaging Unit B,Logistics,2016,8,2023-07-28,110.26,84.07,5.144,43.38,68277,33,False,LOW
RD-21796,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-16,146.26,98.02,3.477,44.71,111512,51,True,MEDIUM
RD-21797,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-30,155.29,113.48,6.313,48.96,18280,56,False,MEDIUM
RD-21798,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-24,219.55,59.2,3.073,56.85,178212,36,False,LOW
RD-21799,MCH-010,Conveyor System Main,Logistics,2016,8,2023-07-13,111.31,70.54,3.347,45.8,112362,32,False,LOW
RD-21800,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-14,80.61,100.54,1.14,38.95,138552,52,True,MEDIUM
RD-21801,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-07,126.38,90.22,2.376,64.12,21240,42,False,MEDIUM
RD-21802,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-06-23,144.61,62.78,3.326,49.7,44762,20,False,LOW
RD-21803,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-24,146.6,86.44,4.734,53.76,98784,17,False,LOW
RD-21804,MCH-005,Quality Test Bench,QA,2017,7,2023-08-17,107.03,104.84,6.897,44.29,71553,66,True,MEDIUM
RD-21805,MCH-006,Packaging Unit B,Logistics,2016,8,2024-02-04,138.73,65.79,11.095,55.44,122739,80,False,HIGH
RD-21806,MCH-007,Hydraulic Press #2,Production,2014,10,2023-11-25,106.67,92.81,3.542,46.56,106156,45,False,MEDIUM
RD-21807,MCH-008,Welding Station Alpha,Production,2021,3,2024-10-12,100.08,73.49,3.437,44.3,75662,12,False,LOW
RD-21808,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-18,95.94,62.44,0.37,42.69,26708,38,True,LOW
RD-21809,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-02,133.56,88.95,5.527,55.97,127065,40,True,MEDIUM
RD-21810,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-23,118.97,80.75,1.23,62.01,45090,24,True,LOW
RD-21811,MCH-002,Hydraulic Press #1,Production,2015,9,2024-12-15,152.97,83.15,0.264,39.91,60388,36,False,LOW
RD-21812,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-02,106.22,64.89,0.393,40.41,90158,20,False,LOW
RD-21813,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-26,93.35,70.4,1.511,56.8,41656,19,False,LOW
RD-21814,MCH-005,Quality Test Bench,QA,2017,7,2024-05-15,104.61,66.17,1.644,40.92,83691,28,False,LOW
RD-21815,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-22,68.1,85.64,0.066,42.24,24819,48,False,MEDIUM
RD-21816,MCH-007,Hydraulic Press #2,Production,2014,10,2024-03-25,102.23,65.4,3.772,29.05,146596,36,False,LOW
RD-21817,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-08,113.53,90.08,5.099,42.16,82998,18,False,LOW
RD-21818,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-08,110.14,79.45,1.497,49.58,88684,36,False,LOW
RD-21819,MCH-010,Conveyor System Main,Logistics,2016,8,2024-10-17,124.72,67.81,7.254,42.14,105342,50,False,MEDIUM
RD-21820,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-04,108.46,62.58,1.868,49.72,104694,24,False,LOW
RD-21821,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-09,126.39,73.88,1.046,55.41,72176,36,False,LOW
RD-21822,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-01-23,102.66,80.72,4.992,44.64,22872,20,False,LOW
RD-21823,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-15,122.31,87.78,0.107,53.08,51978,19,False,LOW
RD-21824,MCH-005,Quality Test Bench,QA,2017,7,2024-12-05,136.64,85.69,6.932,51.64,87216,44,False,MEDIUM
RD-21825,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-21,99.45,58.93,5.353,44.05,53412,35,False,LOW
RD-21826,MCH-007,Hydraulic Press #2,Production,2014,10,2024-04-10,125.3,103.5,1.819,46.25,116400,58,False,MEDIUM
RD-21827,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-18,124.52,49.7,3.281,41.63,11300,12,False,LOW
RD-21828,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-27,142.29,93.73,7.018,45.13,88136,62,False,MEDIUM
RD-21829,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-10,112.49,88.58,6.767,46.68,26046,50,True,MEDIUM
RD-21830,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-20,108.01,67.44,3.403,34.38,20187,24,False,LOW
RD-21831,MCH-002,Hydraulic Press #1,Production,2015,9,2023-01-10,152.28,80.49,4.863,43.33,73040,36,False,LOW
RD-21832,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-01-17,107.2,84.12,2.532,57.83,46784,20,False,LOW
RD-21833,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-09,131.31,77.83,5.622,47.88,28914,20,False,LOW
RD-21834,MCH-005,Quality Test Bench,QA,2017,7,2023-08-28,147.91,50.6,1.377,45.18,34122,28,True,LOW
RD-21835,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-24,122.26,70.84,4.716,54.17,18984,32,True,LOW
RD-21836,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-19,99.54,72.17,3.274,50.43,76228,36,True,LOW
RD-21837,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-20,127.54,89.31,3.729,49.0,91006,17,False,LOW
RD-21838,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-01-28,129.08,87.09,4.914,43.39,28312,38,True,LOW
RD-21839,MCH-010,Conveyor System Main,Logistics,2016,8,2023-08-15,89.05,71.12,0.164,49.0,118494,37,True,LOW
RD-21840,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-19,123.57,92.82,2.994,52.94,141921,33,True,LOW
RD-21841,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-10,134.69,64.59,1.068,51.31,28148,36,False,LOW
RD-21842,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-06,85.5,36.21,0.337,42.64,52942,27,False,LOW
RD-21843,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-08-16,96.75,54.94,0.417,41.81,73262,17,False,LOW
RD-21844,MCH-005,Quality Test Bench,QA,2017,7,2024-10-06,135.4,80.24,2.898,62.86,117237,28,False,LOW
RD-21845,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-02,112.58,73.47,5.861,51.53,22968,38,True,LOW
RD-21846,MCH-007,Hydraulic Press #2,Production,2014,10,2024-02-17,113.67,49.24,3.848,51.63,98376,36,True,LOW
RD-21847,MCH-008,Welding Station Alpha,Production,2021,3,2024-08-17,122.61,92.96,3.206,38.81,53090,21,False,LOW
RD-21848,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-03,72.61,89.21,7.507,42.77,80740,74,False,HIGH
RD-21849,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-14,87.19,94.49,2.085,67.45,35802,49,False,MEDIUM
RD-21850,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-29,120.05,74.37,3.152,45.25,64632,24,False,LOW
RD-21851,MCH-002,Hydraulic Press #1,Production,2015,9,2024-12-10,161.8,57.75,4.998,42.02,87940,36,False,LOW
RD-21852,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-11,146.01,53.62,4.782,60.1,87818,20,False,LOW
RD-21853,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-12,134.89,49.29,3.72,47.63,18900,16,False,LOW
RD-21854,MCH-005,Quality Test Bench,QA,2017,7,2023-07-19,134.21,88.71,0.848,56.57,110790,32,False,LOW
RD-21855,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-05,86.04,67.53,1.015,40.08,111012,38,False,LOW
RD-21856,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-08,114.09,102.03,6.884,39.31,176264,71,True,HIGH
RD-21857,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-25,140.96,78.93,2.645,45.22,38944,12,False,LOW
RD-21858,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-29,85.02,83.13,5.091,42.57,187448,44,False,MEDIUM
RD-21859,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-30,138.04,88.12,5.016,47.44,31668,35,True,LOW
RD-21860,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-12,123.77,91.75,8.376,35.44,97434,59,False,MEDIUM
RD-21861,MCH-002,Hydraulic Press #1,Production,2015,9,2023-02-16,137.21,64.16,0.994,41.36,64596,36,False,LOW
RD-21862,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-04-03,123.06,97.12,2.034,52.12,20272,34,True,LOW
RD-21863,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-05-03,136.37,85.54,0.656,49.87,82400,16,False,LOW
RD-21864,MCH-005,Quality Test Bench,QA,2017,7,2023-12-03,131.37,52.34,0.373,44.56,68271,28,False,LOW
RD-21865,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-08,135.16,80.37,3.984,44.43,113157,32,False,LOW
RD-21866,MCH-007,Hydraulic Press #2,Production,2014,10,2023-07-19,131.98,64.98,0.083,44.32,36340,36,True,LOW
RD-21867,MCH-008,Welding Station Alpha,Production,2021,3,2024-11-12,129.61,85.65,6.297,42.39,29008,23,True,LOW
RD-21868,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-30,78.38,104.23,4.392,51.22,163012,69,False,MEDIUM
RD-21869,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-01,141.77,85.97,0.792,51.53,22452,33,False,LOW
RD-21870,MCH-001,Pipe Bending Line A,Production,2018,6,2024-10-06,154.99,68.66,5.889,43.51,81036,31,False,LOW
RD-21871,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-11,170.92,113.65,1.896,56.73,181088,70,False,HIGH
RD-21872,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-13,111.87,84.79,3.677,48.73,64856,20,False,LOW
RD-21873,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-03-31,113.84,69.44,2.031,50.68,97172,16,False,LOW
