week_start,year_week,product_id,product_name,category,actual_demand,forecast,forecast_error,ape,month
2024-07-01,2024-W26,FIXT-001,Push-Fit Connector,Fittings,120,135,15,0.125,2024-07
2024-07-08,2024-W27,FIXT-001,Push-Fit Connector,Fittings,114,123,9,0.0789473684210526,2024-07
2024-07-15,2024-W28,FIXT-001,Push-Fit Connector,Fittings,105,121,16,0.1523809523809524,2024-07
2024-07-22,2024-W29,FIXT-001,Push-Fit Connector,Fittings,108,106,-2,0.0185185185185185,2024-07
2024-07-29,2024-W30,FIXT-001,Push-Fit Connector,Fittings,111,127,16,0.1441441441441441,2024-07
2024-08-05,2024-W31,FIXT-001,Push-Fit Connector,Fittings,82,80,-2,0.024390243902439,2024-08
2024-08-12,2024-W32,FIXT-001,Push-Fit Connector,Fittings,113,111,-2,0.0176991150442477,2024-08
2024-08-19,2024-W33,FIXT-001,Push-Fit Connector,Fittings,102,94,-8,0.0784313725490196,2024-08
2024-08-26,2024-W34,FIXT-001,Push-Fit Connector,Fittings,104,98,-6,0.0576923076923076,2024-08
2024-09-02,2024-W35,FIXT-001,Push-Fit Connector,Fittings,96,110,14,0.1458333333333333,2024-09
2024-09-09,2024-W36,FIXT-001,Push-Fit Connector,Fittings,96,110,14,0.1458333333333333,2024-09
2024-09-16,2024-W37,FIXT-001,Push-Fit Connector,Fittings,83,87,4,0.0481927710843373,2024-09
2024-09-23,2024-W38,FIXT-001,Push-Fit Connector,Fittings,93,84,-9,0.0967741935483871,2024-09
2024-09-30,2024-W39,FIXT-001,Push-Fit Connector,Fittings,94,100,6,0.0638297872340425,2024-09
2024-10-07,2024-W40,FIXT-001,Push-Fit Connector,Fittings,84,75,-9,0.1071428571428571,2024-10
2024-10-14,2024-W41,FIXT-001,Push-Fit Connector,Fittings,77,76,-1,0.0129870129870129,2024-10
2024-10-21,2024-W42,FIXT-001,Push-Fit Connector,Fittings,87,88,1,0.0114942528735632,2024-10
2024-10-28,2024-W43,FIXT-001,Push-Fit Connector,Fittings,67,78,11,0.1641791044776119,2024-10
2024-11-04,2024-W44,FIXT-001,Push-Fit Connector,Fittings,104,120,16,0.1538461538461538,2024-11
2024-11-11,2024-W45,FIXT-001,Push-Fit Connector,Fittings,86,83,-3,0.0348837209302325,2024-11
2024-11-18,2024-W46,FIXT-001,Push-Fit Connector,Fittings,86,84,-2,0.0232558139534883,2024-11
2024-11-25,2024-W47,FIXT-001,Push-Fit Connector,Fittings,90,102,12,0.1333333333333333,2024-11
2024-12-02,2024-W48,FIXT-001,Push-Fit Connector,Fittings,109,96,-13,0.1192660550458715,2024-12
2024-12-09,2024-W49,FIXT-001,Push-Fit Connector,Fittings,81,70,-11,0.1358024691358024,2024-12
2024-12-16,2024-W50,FIXT-001,Push-Fit Connector,Fittings,113,110,-3,0.0265486725663716,2024-12
2024-12-23,2024-W51,FIXT-001,Push-Fit Connector,Fittings,80,83,3,0.0375,2024-12
2024-12-30,2024-W52,FIXT-001,Push-Fit Connector,Fittings,116,123,7,0.0603448275862069,2024-12
2023-01-02,2023-W01,FIXT-002,Elbow 90deg 15mm,Fittings,297,309,12,0.0404040404040404,2023-01
2023-01-09,2023-W02,FIXT-002,Elbow 90deg 15mm,Fittings,232,236,4,0.0172413793103448,2023-01
2023-01-16,2023-W03,FIXT-002,Elbow 90deg 15mm,Fittings,296,253,-43,0.1452702702702702,2023-01
2023-01-23,2023-W04,FIXT-002,Elbow 90deg 15mm,Fittings,322,332,10,0.031055900621118,2023-01
2023-01-30,2023-W05,FIXT-002,Elbow 90deg 15mm,Fittings,278,277,-1,0.0035971223021582,2023-01
2023-02-06,2023-W06,FIXT-002,Elbow 90deg 15mm,Fittings,298,290,-8,0.0268456375838926,2023-02
2023-02-13,2023-W07,FIXT-002,Elbow 90deg 15mm,Fittings,297,334,37,0.1245791245791245,2023-02
2023-02-20,2023-W08,FIXT-002,Elbow 90deg 15mm,Fittings,330,323,-7,0.0212121212121212,2023-02
2023-02-27,2023-W09,FIXT-002,Elbow 90deg 15mm,Fittings,349,394,45,0.1289398280802292,2023-02
2023-03-06,2023-W10,FIXT-002,Elbow 90deg 15mm,Fittings,415,384,-31,0.0746987951807229,2023-03
2023-03-13,2023-W11,FIXT-002,Elbow 90deg 15mm,Fittings,284,311,27,0.0950704225352112,2023-03
2023-03-20,2023-W12,FIXT-002,Elbow 90deg 15mm,Fittings,411,455,44,0.1070559610705596,2023-03
2023-03-27,2023-W13,FIXT-002,Elbow 90deg 15mm,Fittings,367,337,-30,0.0817438692098092,2023-03
2023-04-03,2023-W14,FIXT-002,Elbow 90deg 15mm,Fittings,406,391,-15,0.0369458128078817,2023-04
2023-04-10,2023-W15,FIXT-002,Elbow 90deg 15mm,Fittings,397,360,-37,0.0931989924433249,2023-04
2023-04-17,2023-W16,FIXT-002,Elbow 90deg 15mm,Fittings,373,360,-13,0.03485254691689,2023-04
2023-04-24,2023-W17,FIXT-002,Elbow 90deg 15mm,Fittings,372,384,12,0.032258064516129,2023-04
2023-05-01,2023-W18,FIXT-002,Elbow 90deg 15mm,Fittings,376,351,-25,0.0664893617021276,2023-05
2023-05-08,2023-W19,FIXT-002,Elbow 90deg 15mm,Fittings,354,327,-27,0.0762711864406779,2023-05
2023-05-15,2023-W20,FIXT-002,Elbow 90deg 15mm,Fittings,357,328,-29,0.0812324929971988,2023-05
2023-05-22,2023-W21,FIXT-002,Elbow 90deg 15mm,Fittings,234,219,-15,0.0641025641025641,2023-05
2023-05-29,2023-W22,FIXT-002,Elbow 90deg 15mm,Fittings,386,426,40,0.1036269430051813,2023-05
2023-06-05,2023-W23,FIXT-002,Elbow 90deg 15mm,Fittings,312,312,0,0.0,2023-06
2023-06-12,2023-W24,FIXT-002,Elbow 90deg 15mm,Fittings,373,334,-39,0.1045576407506702,2023-06
2023-06-19,2023-W25,FIXT-002,Elbow 90deg 15mm,Fittings,371,433,62,0.1671159029649595,2023-06
2023-06-26,2023-W26,FIXT-002,Elbow 90deg 15mm,Fittings,323,294,-29,0.0897832817337461,2023-06
2023-07-03,2023-W27,FIXT-002,Elbow 90deg 15mm,Fittings,319,284,-35,0.109717868338558,2023-07
2023-07-10,2023-W28,FIXT-002,Elbow 90deg 15mm,Fittings,316,317,1,0.0031645569620253,2023-07
2023-07-17,2023-W29,FIXT-002,Elbow 90deg 15mm,Fittings,286,316,30,0.1048951048951049,2023-07
2023-07-24,2023-W30,FIXT-002,Elbow 90deg 15mm,Fittings,323,347,24,0.0743034055727554,2023-07
2023-07-31,2023-W31,FIXT-002,Elbow 90deg 15mm,Fittings,349,298,-51,0.1461318051575931,2023-07
2023-08-07,2023-W32,FIXT-002,Elbow 90deg 15mm,Fittings,294,250,-44,0.1496598639455782,2023-08
2023-08-14,2023-W33,FIXT-002,Elbow 90deg 15mm,Fittings,229,197,-32,0.1397379912663755,2023-08
2023-08-21,2023-W34,FIXT-002,Elbow 90deg 15mm,Fittings,279,261,-18,0.064516129032258,2023-08
2023-08-28,2023-W35,FIXT-002,Elbow 90deg 15mm,Fittings,291,313,22,0.0756013745704467,2023-08
2023-09-04,2023-W36,FIXT-002,Elbow 90deg 15mm,Fittings,224,193,-31,0.1383928571428571,2023-09
2023-09-11,2023-W37,FIXT-002,Elbow 90deg 15mm,Fittings,264,305,41,0.1553030303030303,2023-09
2023-09-18,2023-W38,FIXT-002,Elbow 90deg 15mm,Fittings,222,224,2,0.009009009009009,2023-09
2023-09-25,2023-W39,FIXT-002,Elbow 90deg 15mm,Fittings,234,258,24,0.1025641025641025,2023-09
2023-10-02,2023-W40,FIXT-002,Elbow 90deg 15mm,Fittings,214,199,-15,0.0700934579439252,2023-10
2023-10-09,2023-W41,FIXT-002,Elbow 90deg 15mm,Fittings,211,248,37,0.1753554502369668,2023-10
2023-10-16,2023-W42,FIXT-002,Elbow 90deg 15mm,Fittings,239,276,37,0.1548117154811715,2023-10
2023-10-23,2023-W43,FIXT-002,Elbow 90deg 15mm,Fittings,201,180,-21,0.1044776119402985,2023-10
2023-10-30,2023-W44,FIXT-002,Elbow 90deg 15mm,Fittings,227,240,13,0.0572687224669603,2023-10
2023-11-06,2023-W45,FIXT-002,Elbow 90deg 15mm,Fittings,251,276,25,0.099601593625498,2023-11
2023-11-13,2023-W46,FIXT-002,Elbow 90deg 15mm,Fittings,226,205,-21,0.0929203539823008,2023-11
2023-11-20,2023-W47,FIXT-002,Elbow 90deg 15mm,Fittings,272,269,-3,0.0110294117647058,2023-11
2023-11-27,2023-W48,FIXT-002,Elbow 90deg 15mm,Fittings,240,246,6,0.025,2023-11
2023-12-04,2023-W49,FIXT-002,Elbow 90deg 15mm,Fittings,312,367,55,0.1762820512820513,2023-12
2023-12-11,2023-W50,FIXT-002,Elbow 90deg 15mm,Fittings,318,308,-10,0.0314465408805031,2023-12
2023-12-18,2023-W51,FIXT-002,Elbow 90deg 15mm,Fittings,234,229,-5,0.0213675213675213,2023-12
2023-12-25,2023-W52,FIXT-002,Elbow 90deg 15mm,Fittings,284,292,8,0.028169014084507,2023-12
2024-01-01,2024-W00,FIXT-002,Elbow 90deg 15mm,Fittings,319,352,33,0.1034482758620689,2024-01
2024-01-08,2024-W01,FIXT-002,Elbow 90deg 15mm,Fittings,301,280,-21,0.0697674418604651,2024-01
2024-01-15,2024-W02,FIXT-002,Elbow 90deg 15mm,Fittings,314,320,6,0.019108280254777,2024-01
2024-01-22,2024-W03,FIXT-002,Elbow 90deg 15mm,Fittings,400,462,62,0.155,2024-01
2024-01-29,2024-W04,FIXT-002,Elbow 90deg 15mm,Fittings,332,352,20,0.0602409638554216,2024-01
2024-02-05,2024-W05,FIXT-002,Elbow 90deg 15mm,Fittings,380,421,41,0.1078947368421052,2024-02
2024-02-12,2024-W06,FIXT-002,Elbow 90deg 15mm,Fittings,350,320,-30,0.0857142857142857,2024-02
2024-02-19,2024-W07,FIXT-002,Elbow 90deg 15mm,Fittings,370,382,12,0.0324324324324324,2024-02
2024-02-26,2024-W08,FIXT-002,Elbow 90deg 15mm,Fittings,328,364,36,0.1097560975609756,2024-02
2024-03-04,2024-W09,FIXT-002,Elbow 90deg 15mm,Fittings,414,486,72,0.1739130434782608,2024-03
2024-03-11,2024-W10,FIXT-002,Elbow 90deg 15mm,Fittings,440,451,11,0.025,2024-03
2024-03-18,2024-W11,FIXT-002,Elbow 90deg 15mm,Fittings,418,487,69,0.1650717703349282,2024-03
2024-03-25,2024-W12,FIXT-002,Elbow 90deg 15mm,Fittings,359,387,28,0.0779944289693593,2024-03
2024-04-01,2024-W13,FIXT-002,Elbow 90deg 15mm,Fittings,360,349,-11,0.0305555555555555,2024-04
2024-04-08,2024-W14,FIXT-002,Elbow 90deg 15mm,Fittings,492,475,-17,0.0345528455284552,2024-04
2024-04-15,2024-W15,FIXT-002,Elbow 90deg 15mm,Fittings,452,485,33,0.0730088495575221,2024-04
2024-04-22,2024-W16,FIXT-002,Elbow 90deg 15mm,Fittings,429,392,-37,0.0862470862470862,2024-04
2024-04-29,2024-W17,FIXT-002,Elbow 90deg 15mm,Fittings,459,462,3,0.0065359477124183,2024-04
2024-05-06,2024-W18,FIXT-002,Elbow 90deg 15mm,Fittings,389,399,10,0.0257069408740359,2024-05
2024-05-13,2024-W19,FIXT-002,Elbow 90deg 15mm,Fittings,418,411,-7,0.0167464114832535,2024-05
2024-05-20,2024-W20,FIXT-002,Elbow 90deg 15mm,Fittings,437,500,63,0.1441647597254004,2024-05
2024-05-27,2024-W21,FIXT-002,Elbow 90deg 15mm,Fittings,380,414,34,0.0894736842105263,2024-05
2024-06-03,2024-W22,FIXT-002,Elbow 90deg 15mm,Fittings,379,423,44,0.1160949868073878,2024-06
2024-06-10,2024-W23,FIXT-002,Elbow 90deg 15mm,Fittings,401,356,-45,0.112219451371571,2024-06
2024-06-17,2024-W24,FIXT-002,Elbow 90deg 15mm,Fittings,327,321,-6,0.018348623853211,2024-06
2024-06-24,2024-W25,FIXT-002,Elbow 90deg 15mm,Fittings,350,365,15,0.0428571428571428,2024-06
2024-07-01,2024-W26,FIXT-002,Elbow 90deg 15mm,Fittings,357,362,5,0.0140056022408963,2024-07
2024-07-08,2024-W27,FIXT-002,Elbow 90deg 15mm,Fittings,331,287,-44,0.1329305135951661,2024-07
2024-07-15,2024-W28,FIXT-002,Elbow 90deg 15mm,Fittings,327,339,12,0.036697247706422,2024-07
2024-07-22,2024-W29,FIXT-002,Elbow 90deg 15mm,Fittings,323,282,-41,0.1269349845201238,2024-07
2024-07-29,2024-W30,FIXT-002,Elbow 90deg 15mm,Fittings,362,374,12,0.0331491712707182,2024-07
2024-08-05,2024-W31,FIXT-002,Elbow 90deg 15mm,Fittings,259,292,33,0.1274131274131274,2024-08
2024-08-12,2024-W32,FIXT-002,Elbow 90deg 15mm,Fittings,273,279,6,0.0219780219780219,2024-08
2024-08-19,2024-W33,FIXT-002,Elbow 90deg 15mm,Fittings,248,285,37,0.1491935483870967,2024-08
2024-08-26,2024-W34,FIXT-002,Elbow 90deg 15mm,Fittings,277,251,-26,0.0938628158844765,2024-08
2024-09-02,2024-W35,FIXT-002,Elbow 90deg 15mm,Fittings,260,243,-17,0.0653846153846153,2024-09
2024-09-09,2024-W36,FIXT-002,Elbow 90deg 15mm,Fittings,210,193,-17,0.0809523809523809,2024-09
2024-09-16,2024-W37,FIXT-002,Elbow 90deg 15mm,Fittings,237,205,-32,0.1350210970464135,2024-09
2024-09-23,2024-W38,FIXT-002,Elbow 90deg 15mm,Fittings,263,255,-8,0.0304182509505703,2024-09
2024-09-30,2024-W39,FIXT-002,Elbow 90deg 15mm,Fittings,269,266,-3,0.0111524163568773,2024-09
2024-10-07,2024-W40,FIXT-002,Elbow 90deg 15mm,Fittings,290,300,10,0.0344827586206896,2024-10
2024-10-14,2024-W41,FIXT-002,Elbow 90deg 15mm,Fittings,262,227,-35,0.1335877862595419,2024-10
2024-10-21,2024-W42,FIXT-002,Elbow 90deg 15mm,Fittings,243,260,17,0.0699588477366255,2024-10
2024-10-28,2024-W43,FIXT-002,Elbow 90deg 15mm,Fittings,251,228,-23,0.0916334661354581,2024-10
2024-11-04,2024-W44,FIXT-002,Elbow 90deg 15mm,Fittings,263,249,-14,0.053231939163498,2024-11
2024-11-11,2024-W45,FIXT-002,Elbow 90deg 15mm,Fittings,248,277,29,0.1169354838709677,2024-11
2024-11-18,2024-W46,FIXT-002,Elbow 90deg 15mm,Fittings,266,289,23,0.0864661654135338,2024-11
2024-11-25,2024-W47,FIXT-002,Elbow 90deg 15mm,Fittings,248,269,21,0.0846774193548387,2024-11
2024-12-02,2024-W48,FIXT-002,Elbow 90deg 15mm,Fittings,300,322,22,0.0733333333333333,2024-12
2024-12-09,2024-W49,FIXT-002,Elbow 90deg 15mm,Fittings,290,260,-30,0.1034482758620689,2024-12
2024-12-16,2024-W50,FIXT-002,Elbow 90deg 15mm,Fittings,285,294,9,0.031578947368421,2024-12
2024-12-23,2024-W51,FIXT-002,Elbow 90deg 15mm,Fittings,287,323,36,0.1254355400696864,2024-12
2024-12-30,2024-W52,FIXT-002,Elbow 90deg 15mm,Fittings,314,266,-48,0.1528662420382165,2024-12
2023-01-02,2023-W01,SEAL-001,EPDM O-Ring Pack,Seals,220,196,-24,0.109090909090909,2023-01
2023-01-09,2023-W02,SEAL-001,EPDM O-Ring Pack,Seals,223,245,22,0.0986547085201793,2023-01
2023-01-16,2023-W03,SEAL-001,EPDM O-Ring Pack,Seals,197,184,-13,0.065989847715736,2023-01
2023-01-23,2023-W04,SEAL-001,EPDM O-Ring Pack,Seals,223,259,36,0.1614349775784753,2023-01
2023-01-30,2023-W05,SEAL-001,EPDM O-Ring Pack,Seals,242,230,-12,0.0495867768595041,2023-01
2023-02-06,2023-W06,SEAL-001,EPDM O-Ring Pack,Seals,248,255,7,0.0282258064516129,2023-02
2023-02-13,2023-W07,SEAL-001,EPDM O-Ring Pack,Seals,256,271,15,0.05859375,2023-02
2023-02-20,2023-W08,SEAL-001,EPDM O-Ring Pack,Seals,246,228,-18,0.073170731707317,2023-02
2023-02-27,2023-W09,SEAL-001,EPDM O-Ring Pack,Seals,305,328,23,0.0754098360655737,2023-02
2023-03-06,2023-W10,SEAL-001,EPDM O-Ring Pack,Seals,307,339,32,0.1042345276872964,2023-03
2023-03-13,2023-W11,SEAL-001,EPDM O-Ring Pack,Seals,298,349,51,0.1711409395973154,2023-03
2023-03-20,2023-W12,SEAL-001,EPDM O-Ring Pack,Seals,230,263,33,0.1434782608695652,2023-03
2023-03-27,2023-W13,SEAL-001,EPDM O-Ring Pack,Seals,278,308,30,0.1079136690647482,2023-03
2023-04-03,2023-W14,SEAL-001,EPDM O-Ring Pack,Seals,305,321,16,0.0524590163934426,2023-04
2023-04-10,2023-W15,SEAL-001,EPDM O-Ring Pack,Seals,261,228,-33,0.1264367816091954,2023-04
2023-04-17,2023-W16,SEAL-001,EPDM O-Ring Pack,Seals,310,349,39,0.1258064516129032,2023-04
2023-04-24,2023-W17,SEAL-001,EPDM O-Ring Pack,Seals,262,301,39,0.148854961832061,2023-04
2023-05-01,2023-W18,SEAL-001,EPDM O-Ring Pack,Seals,280,281,1,0.0035714285714285,2023-05
2023-05-08,2023-W19,SEAL-001,EPDM O-Ring Pack,Seals,309,316,7,0.0226537216828478,2023-05
2023-05-15,2023-W20,SEAL-001,EPDM O-Ring Pack,Seals,292,282,-10,0.0342465753424657,2023-05
2023-05-22,2023-W21,SEAL-001,EPDM O-Ring Pack,Seals,281,268,-13,0.0462633451957295,2023-05
2023-05-29,2023-W22,SEAL-001,EPDM O-Ring Pack,Seals,330,359,29,0.0878787878787878,2023-05
2023-06-05,2023-W23,SEAL-001,EPDM O-Ring Pack,Seals,285,334,49,0.1719298245614035,2023-06
2023-06-12,2023-W24,SEAL-001,EPDM O-Ring Pack,Seals,286,317,31,0.1083916083916083,2023-06
2023-06-19,2023-W25,SEAL-001,EPDM O-Ring Pack,Seals,285,242,-43,0.1508771929824561,2023-06
2023-06-26,2023-W26,SEAL-001,EPDM O-Ring Pack,Seals,282,273,-9,0.0319148936170212,2023-06
2023-07-03,2023-W27,SEAL-001,EPDM O-Ring Pack,Seals,257,233,-24,0.0933852140077821,2023-07
2023-07-10,2023-W28,SEAL-001,EPDM O-Ring Pack,Seals,279,265,-14,0.050179211469534,2023-07
2023-07-17,2023-W29,SEAL-001,EPDM O-Ring Pack,Seals,263,295,32,0.1216730038022813,2023-07
2023-07-24,2023-W30,SEAL-001,EPDM O-Ring Pack,Seals,198,229,31,0.1565656565656565,2023-07
2023-07-31,2023-W31,SEAL-001,EPDM O-Ring Pack,Seals,261,262,1,0.003831417624521,2023-07
2023-08-07,2023-W32,SEAL-001,EPDM O-Ring Pack,Seals,225,220,-5,0.0222222222222222,2023-08
2023-08-14,2023-W33,SEAL-001,EPDM O-Ring Pack,Seals,250,222,-28,0.112,2023-08
2023-08-21,2023-W34,SEAL-001,EPDM O-Ring Pack,Seals,185,192,7,0.0378378378378378,2023-08
2023-08-28,2023-W35,SEAL-001,EPDM O-Ring Pack,Seals,202,235,33,0.1633663366336633,2023-08
2023-09-04,2023-W36,SEAL-001,EPDM O-Ring Pack,Seals,232,243,11,0.0474137931034482,2023-09
2023-09-11,2023-W37,SEAL-001,EPDM O-Ring Pack,Seals,193,207,14,0.0725388601036269,2023-09
2023-09-18,2023-W38,SEAL-001,EPDM O-Ring Pack,Seals,166,158,-8,0.0481927710843373,2023-09
2023-09-25,2023-W39,SEAL-001,EPDM O-Ring Pack,Seals,200,232,32,0.16,2023-09
2023-10-02,2023-W40,SEAL-001,EPDM O-Ring Pack,Seals,174,175,1,0.0057471264367816,2023-10
2023-10-09,2023-W41,SEAL-001,EPDM O-Ring Pack,Seals,198,196,-2,0.0101010101010101,2023-10
2023-10-16,2023-W42,SEAL-001,EPDM O-Ring Pack,Seals,175,163,-12,0.0685714285714285,2023-10
2023-10-23,2023-W43,SEAL-001,EPDM O-Ring Pack,Seals,212,192,-20,0.0943396226415094,2023-10
2023-10-30,2023-W44,SEAL-001,EPDM O-Ring Pack,Seals,207,238,31,0.1497584541062802,2023-10
2023-11-06,2023-W45,SEAL-001,EPDM O-Ring Pack,Seals,208,202,-6,0.0288461538461538,2023-11
2023-11-13,2023-W46,SEAL-001,EPDM O-Ring Pack,Seals,197,170,-27,0.1370558375634517,2023-11
2023-11-20,2023-W47,SEAL-001,EPDM O-Ring Pack,Seals,217,227,10,0.0460829493087557,2023-11
2023-11-27,2023-W48,SEAL-001,EPDM O-Ring Pack,Seals,222,224,2,0.009009009009009,2023-11
2023-12-04,2023-W49,SEAL-001,EPDM O-Ring Pack,Seals,228,225,-3,0.0131578947368421,2023-12
2023-12-11,2023-W50,SEAL-001,EPDM O-Ring Pack,Seals,219,226,7,0.0319634703196347,2023-12
2023-12-18,2023-W51,SEAL-001,EPDM O-Ring Pack,Seals,239,250,11,0.0460251046025104,2023-12
2023-12-25,2023-W52,SEAL-001,EPDM O-Ring Pack,Seals,227,249,22,0.0969162995594713,2023-12
2024-01-01,2024-W00,SEAL-001,EPDM O-Ring Pack,Seals,265,226,-39,0.1471698113207547,2024-01
2024-01-08,2024-W01,SEAL-001,EPDM O-Ring Pack,Seals,280,241,-39,0.1392857142857143,2024-01
2024-01-15,2024-W02,SEAL-001,EPDM O-Ring Pack,Seals,235,244,9,0.0382978723404255,2024-01
2024-01-22,2024-W03,SEAL-001,EPDM O-Ring Pack,Seals,289,264,-25,0.0865051903114186,2024-01
2024-01-29,2024-W04,SEAL-001,EPDM O-Ring Pack,Seals,266,311,45,0.169172932330827,2024-01
2024-02-05,2024-W05,SEAL-001,EPDM O-Ring Pack,Seals,246,259,13,0.0528455284552845,2024-02
2024-02-12,2024-W06,SEAL-001,EPDM O-Ring Pack,Seals,280,309,29,0.1035714285714285,2024-02
2024-02-19,2024-W07,SEAL-001,EPDM O-Ring Pack,Seals,270,306,36,0.1333333333333333,2024-02
2024-02-26,2024-W08,SEAL-001,EPDM O-Ring Pack,Seals,308,262,-46,0.1493506493506493,2024-02
2024-03-04,2024-W09,SEAL-001,EPDM O-Ring Pack,Seals,327,310,-17,0.0519877675840978,2024-03
2024-03-11,2024-W10,SEAL-001,EPDM O-Ring Pack,Seals,309,274,-35,0.1132686084142394,2024-03
2024-03-18,2024-W11,SEAL-001,EPDM O-Ring Pack,Seals,403,391,-12,0.0297766749379652,2024-03
2024-03-25,2024-W12,SEAL-001,EPDM O-Ring Pack,Seals,331,378,47,0.1419939577039275,2024-03
2024-04-01,2024-W13,SEAL-001,EPDM O-Ring Pack,Seals,333,380,47,0.1411411411411411,2024-04
2024-04-08,2024-W14,SEAL-001,EPDM O-Ring Pack,Seals,329,335,6,0.0182370820668693,2024-04
2024-04-15,2024-W15,SEAL-001,EPDM O-Ring Pack,Seals,405,362,-43,0.1061728395061728,2024-04
2024-04-22,2024-W16,SEAL-001,EPDM O-Ring Pack,Seals,306,343,37,0.1209150326797385,2024-04
2024-04-29,2024-W17,SEAL-001,EPDM O-Ring Pack,Seals,325,374,49,0.1507692307692307,2024-04
2024-05-06,2024-W18,SEAL-001,EPDM O-Ring Pack,Seals,393,349,-44,0.1119592875318066,2024-05
2024-05-13,2024-W19,SEAL-001,EPDM O-Ring Pack,Seals,345,362,17,0.0492753623188405,2024-05
2024-05-20,2024-W20,SEAL-001,EPDM O-Ring Pack,Seals,322,299,-23,0.0714285714285714,2024-05
2024-05-27,2024-W21,SEAL-001,EPDM O-Ring Pack,Seals,399,454,55,0.137844611528822,2024-05
2024-06-03,2024-W22,SEAL-001,EPDM O-Ring Pack,Seals,327,366,39,0.1192660550458715,2024-06
2024-06-10,2024-W23,SEAL-001,EPDM O-Ring Pack,Seals,322,378,56,0.1739130434782608,2024-06
2024-06-17,2024-W24,SEAL-001,EPDM O-Ring Pack,Seals,288,294,6,0.0208333333333333,2024-06
2024-06-24,2024-W25,SEAL-001,EPDM O-Ring Pack,Seals,304,321,17,0.0559210526315789,2024-06
2024-07-01,2024-W26,SEAL-001,EPDM O-Ring Pack,Seals,237,272,35,0.1476793248945147,2024-07
2024-07-08,2024-W27,SEAL-001,EPDM O-Ring Pack,Seals,296,253,-43,0.1452702702702702,2024-07
2024-07-15,2024-W28,SEAL-001,EPDM O-Ring Pack,Seals,320,352,32,0.1,2024-07
2024-07-22,2024-W29,SEAL-001,EPDM O-Ring Pack,Seals,258,254,-4,0.0155038759689922,2024-07
2024-07-29,2024-W30,SEAL-001,EPDM O-Ring Pack,Seals,285,248,-37,0.1298245614035087,2024-07
2024-08-05,2024-W31,SEAL-001,EPDM O-Ring Pack,Seals,246,217,-29,0.1178861788617886,2024-08
2024-08-12,2024-W32,SEAL-001,EPDM O-Ring Pack,Seals,217,209,-8,0.0368663594470046,2024-08
2024-08-19,2024-W33,SEAL-001,EPDM O-Ring Pack,Seals,278,280,2,0.0071942446043165,2024-08
2024-08-26,2024-W34,SEAL-001,EPDM O-Ring Pack,Seals,212,201,-11,0.0518867924528301,2024-08
2024-09-02,2024-W35,SEAL-001,EPDM O-Ring Pack,Seals,213,199,-14,0.0657276995305164,2024-09
2024-09-09,2024-W36,SEAL-001,EPDM O-Ring Pack,Seals,279,282,3,0.010752688172043,2024-09
2024-09-16,2024-W37,SEAL-001,EPDM O-Ring Pack,Seals,243,239,-4,0.0164609053497942,2024-09
2024-09-23,2024-W38,SEAL-001,EPDM O-Ring Pack,Seals,225,216,-9,0.04,2024-09
2024-09-30,2024-W39,SEAL-001,EPDM O-Ring Pack,Seals,194,199,5,0.0257731958762886,2024-09
2024-10-07,2024-W40,SEAL-001,EPDM O-Ring Pack,Seals,243,243,0,0.0,2024-10
2024-10-14,2024-W41,SEAL-001,EPDM O-Ring Pack,Seals,251,259,8,0.0318725099601593,2024-10
2024-10-21,2024-W42,SEAL-001,EPDM O-Ring Pack,Seals,190,203,13,0.0684210526315789,2024-10
2024-10-28,2024-W43,SEAL-001,EPDM O-Ring Pack,Seals,236,258,22,0.0932203389830508,2024-10
2024-11-04,2024-W44,SEAL-001,EPDM O-Ring Pack,Seals,256,218,-38,0.1484375,2024-11
2024-11-11,2024-W45,SEAL-001,EPDM O-Ring Pack,Seals,263,298,35,0.1330798479087452,2024-11
2024-11-18,2024-W46,SEAL-001,EPDM O-Ring Pack,Seals,237,202,-35,0.1476793248945147,2024-11
2024-11-25,2024-W47,SEAL-001,EPDM O-Ring Pack,Seals,228,242,14,0.0614035087719298,2024-11
2024-12-02,2024-W48,SEAL-001,EPDM O-Ring Pack,Seals,225,199,-26,0.1155555555555555,2024-12
2024-12-09,2024-W49,SEAL-001,EPDM O-Ring Pack,Seals,253,251,-2,0.0079051383399209,2024-12
2024-12-16,2024-W50,SEAL-001,EPDM O-Ring Pack,Seals,261,275,14,0.053639846743295,2024-12
2024-12-23,2024-W51,SEAL-001,EPDM O-Ring Pack,Seals,235,263,28,0.1191489361702127,2024-12
2024-12-30,2024-W52,SEAL-001,EPDM O-Ring Pack,Seals,251,238,-13,0.0517928286852589,2024-12
2023-01-02,2023-W01,SEAL-002,Press Fitting Seal,Seals,158,182,24,0.1518987341772152,2023-01
2023-01-09,2023-W02,SEAL-002,Press Fitting Seal,Seals,182,201,19,0.1043956043956044,2023-01
2023-01-16,2023-W03,SEAL-002,Press Fitting Seal,Seals,135,149,14,0.1037037037037037,2023-01
2023-01-23,2023-W04,SEAL-002,Press Fitting Seal,Seals,175,171,-4,0.0228571428571428,2023-01
2023-01-30,2023-W05,SEAL-002,Press Fitting Seal,Seals,158,180,22,0.1392405063291139,2023-01
2023-02-06,2023-W06,SEAL-002,Press Fitting Seal,Seals,163,141,-22,0.1349693251533742,2023-02
2023-02-13,2023-W07,SEAL-002,Press Fitting Seal,Seals,160,178,18,0.1125,2023-02
